"Town_Number","Reclamation_Coefficient","Slope_Grade","Isoperimetric_Ratio","Mulching_Area"
9,0.1292,3.84,0.00021104187872,2036397.13
9,0.127777777777778,3.86666666666667,0.000238724947034,1508694.96
9,0.14,4,0.000205990463733,1065692.55
9,0.147272727272727,4,0.000367218535179,1150139.94
9,0.123,3.7,0.000245494290713,1373696.17
10,0.134,3.56,0.000283030950478,1049456.2
10,0.132916666666667,3.61111111111111,0.000174872469105,947745
10,0.085714285714286,2.78571428571429,0.00021607394605,338699.41
10,0.140857142857143,3.71428571428571,0.000206101277757,1121142.16
10,0.151785714285714,3.91071428571429,0.000192646907319,1385943.8
10,0.11037037037037,3.37037037037037,0.000336540550703,1959371.98
10,0.166,4.45,0.000328310847016,1156300.16
10,0.073333333333333,2.66666666666667,0.00016068459392,106769.02
10,0.127333333333333,3.6,0.000281166401991,717198.09
10,0.143611111111111,3.94444444444445,0.000283309854937,2014185.76
10,0.146153846153846,4.15384615384615,0.000384420095364,922731.74
10,0.149310344827586,4.17241379310345,0.000376455941943,2908688.98
10,0.172333333333333,4.36666666666667,0.000336828085174,1914889.36
10,0.141,3.8,0.000242000091565,785746.99
10,0.136785714285714,3.71428571428571,0.000207192057885,1085042.06
10,0.138666666666667,3.83333333333333,0.000331315310862,1507662
10,0.145,4.1,0.000386206886475,1563565.71
10,0.161627906976744,4.23255813953488,0.000336394640104,3160691.83
10,0.162982456140351,4.24561403508772,0.00028064454455,2352462.4
10,0.148461538461538,4.07692307692308,0.000460926897323,2717999.82
10,0.151818181818182,4.09090909090909,0.000382651233475,867327.53
10,0.156666666666667,4.13333333333333,0.000430476957145,1717402.79
10,0.1412,3.88,0.000365982649382,3268683.01
10,0.1615,4.3,0.000487503889005,4328823.48
11,0.12625,3.3,0.000290684371256,1522331.95
11,0.123538461538462,3.6,0.000307759236894,3831052.75
11,0.112083333333333,3.95833333333333,0.000181504467368,2695121.41
11,0.126969696969697,3.83333333333333,0.000328956880197,3878709.36
11,0.1225,3.46875,0.000353366342661,2076722.36
11,0.140555555555556,3.94444444444445,0.000439872682234,2290988.8
11,0.144901960784314,4.01960784313725,0.000298326531188,2342163.49
11,0.142291666666667,4,0.000297558839058,2602014.09
11,0.154642857142857,4.10714285714286,0.000303446689938,2097832.35
11,0.130625,3.72916666666667,0.000256889178667,2801912.79
11,0.145405405405405,3.86486486486486,0.000276680218585,2687274.94
11,0.139365079365079,3.88888888888889,0.000286231410562,3014258.29
11,0.13,3.64,0.000297408460212,2174175.06
11,0.128333333333333,3.75,0.00035107453793,2041644.11
11,0.14,4.03030303030303,0.000357295990768,2781463.91
11,0.1178,3.98,0.000274051310513,3783813.72
11,0.116862745098039,3.68627450980392,0.00032481314729,3877263.53
11,0.136571428571429,3.94285714285714,0.000294560660573,2169624.74
11,0.132,3.6,0.000337862716914,1600831.92
11,0.131666666666667,3.86666666666667,0.000290420258214,1258121.09
11,0.125925925925926,3.88888888888889,0.000324614033243,3022053.17
11,0.128918918918919,3.78378378378378,0.000338454210396,2681299.77
11,0.122666666666667,3.86666666666667,0.000319741394847,1738851.6
11,0.101428571428571,3.9,0.000274743288974,3884948.72
11,0.143333333333333,4,0.000340697360148,1485921.97
11,0.135217391304348,4,0.000248292464876,783438.71
11,0.11875,3.6875,0.000317914752546,736841.44
11,0.121818181818182,3.90909090909091,0.000329266711589,1642145.52
11,0.134210526315789,3.94736842105263,0.000329045784173,1296665.79
11,0.1332,3.8,0.000286738971149,1428468.33
11,0.130408163265306,4.10204081632653,0.000277974431963,3452318.92
12,0.129189189189189,3.64864864864865,0.000346826658918,2288994.44
12,0.128421052631579,3.81578947368421,0.000357211014488,2556132.39
12,0.138305084745763,3.77966101694915,0.000372314589577,4621542.33
12,0.147916666666667,4.04166666666667,0.000342379021896,1664394.33
12,0.141071428571429,3.96428571428571,0.000369447157933,2553498.26
12,0.147096774193548,4.09677419354839,0.000344680308328,1977937.16
12,0.1528,4.16,0.000363913926994,2293150.73
12,0.145185185185185,4.11111111111111,0.000340315165314,2322552.39
12,0.145471698113208,4.09433962264151,0.000302197558801,2700472.55
12,0.140833333333333,4.06666666666667,0.000321016807401,3674256.12
12,0.141166666666667,3.96666666666667,0.000295730517886,3564423.34
12,0.134285714285714,3.91428571428571,0.000407633871416,2416087.16
12,0.127037037037037,3.92592592592593,0.000397077703486,2402098.71
12,0.147619047619048,3.88095238095238,0.000343602969272,3330478.25
12,0.134683544303797,3.91139240506329,0.000341100818029,5509146.95
12,0.139056603773585,3.9622641509434,0.000289255096663,4857969.58
12,0.127727272727273,3.72727272727273,0.000344220002576,1544634.57
12,0.127083333333333,3.75,0.000366344265215,2319927.55
12,0.129803921568627,3.88235294117647,0.000327988771927,4664714.01
12,0.129375,3.64583333333333,0.000342918062528,3714960.94
12,0.128490566037736,3.73584905660377,0.000376319452029,4271342.72
12,0.1228,3.56,0.000319884026785,1686757.38
12,0.119651162790698,3.37209302325581,0.000324185846264,4078941.38
12,0.123125,3.6875,0.000317972660809,2898828.99
12,0.119777777777778,3.44444444444445,0.000320564117949,4219034.95
12,0.130576923076923,3.75,0.000258419206021,1924826.98
12,0.118947368421053,3.47368421052632,0.000310808076364,2334478.45
12,0.126511627906977,3.51162790697674,0.000243360667233,1358268.37
12,0.144418604651163,3.97674418604651,0.000306248498788,2161679.08
12,0.154444444444444,4.22222222222222,0.000357364149708,2458245.18
12,0.135,3.9,0.000157666373297,112990.67
13,0.12448275862069,3.48275862068965,0.000339958547576,5153989.96
13,0.135813953488372,3.79069767441861,0.00032309755855,2429838.59
13,0.163,4.3,0.000312408621612,1085247.09
13,0.144571428571429,4,0.000279264891325,1683695.78
13,0.125454545454545,3.39393939393939,0.000327396294029,3305836.79
13,0.146,3.6,0.000141494064613,1071692.34
13,0.1525,3.69444444444445,0.000233362215058,2459066.07
13,0.122,3.5,0.000430470930289,2359932.22
13,0.144117647058823,3.41176470588235,0.000449155394803,2786587.68
13,0.133157894736842,3.36842105263158,0.000494592637688,3253598.58
13,0.123728813559322,3.54237288135593,0.000329545385895,2805793.09
13,0.1338,3.68,0.000336225643741,2219514.09
13,0.138295454545454,3.875,0.000276760783597,2470731.8
13,0.123243243243243,3.45945945945946,0.000409596038574,2627713.19
13,0.118474576271186,3.50847457627119,0.000316702365914,2833761.87
13,0.134285714285714,3.85714285714286,0.00030796497723,1797304.1
13,0.128888888888889,3.55555555555555,0.000445896806232,3774598.26
14,0.116046511627907,3.58139534883721,0.000187190990559,1328925.31
14,0.102368421052632,3.36842105263158,0.000157113051717,844326.03
14,0.1,3,0.000384369127697,1315636.6
14,0.126923076923077,3.53846153846154,0.000206913516027,969412.77
14,0.115833333333333,3.79166666666667,0.000131000110946,201143.25
14,0.113142857142857,3.54285714285714,0.000200017021384,827151.16
14,0.13,3.89473684210526,0.000241483545409,841307.52
14,0.158026315789474,4.19736842105263,0.000292636188922,2449303.26
14,0.131176470588235,3.82352941176471,0.000301901944149,1654473.46
14,0.136153846153846,3.80769230769231,0.000276826711743,1249745.23
14,0.116363636363636,3.72727272727273,0.000435691080859,1117838.5
14,0.138214285714286,3.98214285714286,0.000308081433418,2327626.41
14,0.142173913043478,4,0.000419074857861,2393692.05
14,0.143333333333333,4.22222222222222,0.00044674281163,2290666.37
14,0.151538461538462,4.15384615384615,0.000246495989257,1599775.34
14,0.164642857142857,4.28571428571429,0.000330984157938,2382845.18
14,0.13175,3.975,0.000325847930238,2222897
14,0.150350877192982,4.2280701754386,0.000273309473079,2396307.75
14,0.118611111111111,3.55555555555555,0.000309257742264,3596348.22
14,0.121818181818182,3.75,0.000281103788345,1482977.25
14,0.15041237113402,4.04123711340206,0.000307167839946,3521313.65
14,0.12,3.49019607843137,0.000312080689636,1712448.93
14,0.144888888888889,4.08888888888889,0.000330948183196,2775854.41
15,0.11078125,3.21875,0.000361019284876,3734232.03
15,0.104878048780488,3.29268292682927,0.000307286919365,1953056.2
15,0.11875,3.20833333333333,0.000421309567944,1566628.91
15,0.10375,3.16666666666667,0.00036036851987,1707930.86
15,0.109607843137255,3.2156862745098,0.000389813944531,3197052.79
15,0.11625,3.3125,0.000443926711575,1514166.25
15,0.104090909090909,3.27272727272727,0.000424990809986,2144469.98
15,0.11,3.38888888888889,0.000311760312955,2453963.63
15,0.109615384615385,3.30769230769231,0.000392216917867,1495031.75
15,0.110714285714286,3.28571428571429,0.000312029255073,974072.74
15,0.096756756756757,3.18918918918919,0.000403350084282,2306878.15
15,0.094375,3.21875,0.00040056301809,2135497.23
15,0.092857142857143,3.25396825396825,0.000294677844965,2014631.09
15,0.098867924528302,3.32075471698113,0.000345524713707,2739724.37
15,0.103571428571429,3.57142857142857,0.000449144829623,1060303.83
15,0.112333333333333,3.26666666666667,0.000315255797669,1304928.05
15,0.112195121951219,3.41463414634146,0.000374017415091,2243019.6
15,0.110952380952381,3.42857142857143,0.000416971511831,1475887.43
15,0.107380952380952,3.57142857142857,0.000326826613237,2262845.64
15,0.122857142857143,3.85714285714286,0.000330891450386,825245.82
16,0.115423728813559,3.30508474576271,0.000309786819866,2586695.81
16,0.122142857142857,3.42857142857143,0.000298647806569,1550012.96
16,0.1265625,3.59375,0.000314999192755,1198026.87
16,0.107540983606557,3.45901639344262,0.000304720913099,2966794.19
16,0.115844155844156,3.37662337662338,0.000257199097211,2668580.91
16,0.109736842105263,3.26315789473684,0.000371323792583,2193929.34
16,0.125636363636364,3.41818181818182,0.000271593961207,2196446.13
16,0.10952380952381,3.5,0.000347353776882,2752691.55
16,0.103333333333333,3.27450980392157,0.000377375065335,3616137.68
16,0.118888888888889,3.5,0.000415209985455,3423974.52
16,0.110666666666667,3.4,0.000450480236126,1915825.15
16,0.121794871794872,3.48717948717949,0.00035141137277,2698238.75
16,0.107460317460317,3.33333333333333,0.000298631444688,3158588.75
16,0.113333333333333,3.54545454545454,0.000258106191398,997090.77
16,0.116323529411765,3.51470588235294,0.000279909914507,2391918.33
16,0.120769230769231,3.46153846153846,0.000277528412245,1917892.11
16,0.114418604651163,3.44186046511628,0.00032612711844,1949160.99
16,0.115263157894737,3.5,0.000376779412626,2258759.6
17,0.114457831325301,3.33734939759036,0.000267145965,2434416.1
17,0.113387096774194,3.30645161290323,0.000269033191917,2190144.1
17,0.114509803921569,3.56862745098039,0.000279124962505,2813844.62
17,0.109333333333333,3.53333333333333,0.000390377929457,2545978.87
17,0.103265306122449,3.18367346938776,0.000395396957795,3215542.94
17,0.11983606557377,3.54098360655738,0.000391538862978,4822301.68
17,0.1175,3.575,0.000296274530124,1574083.44
17,0.135,3.71875,0.000336319938697,1725643.07
17,0.130454545454545,3.77272727272727,0.000419262230891,5636309.37
17,0.1525,4.25,0.000401769629374,1995178.34
17,0.13,3.75,0.000545157920736,1750205.99
17,0.112941176470588,3.76470588235294,0.000357010060669,2059167.9
17,0.132941176470588,3.76470588235294,0.00053139923867,4163852.44
17,0.122727272727273,3.72727272727273,0.000425160896538,2225258.75
17,0.116363636363636,3.56818181818182,0.00032152385321,2115517.44
17,0.118636363636364,3.54545454545454,0.000314120790932,2382359.76
17,0.107941176470588,3.41176470588235,0.000321791646788,2740034.66
17,0.138571428571429,4.09523809523809,0.000319265444165,1478310.71
17,0.1475,4.25,0.000351324873,1305260.51
17,0.1265625,3.8125,0.000313463912986,1705280.49
17,0.122,3.35,0.000320719083316,1296542.51
17,0.125,3.5625,0.000378307476409,3168887.96
